datasets,spl,single_ans,prompt,answer
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the use of affirmative action \n[CLAIM]: affirmative action designed to improve the well being of perceived backward and under represented communities\n[SENTENCE]: In 1990, Prime Minister V.P. Singh announced that 27% of government positions would be set aside for OBC's in addition to the 22% already set aside for the SCs and STs [REF\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the use of affirmative action \n[CLAIM]: to ensure that minority groups within a society are included in all programs\n[SENTENCE]: In 2003, a Supreme Court decision (Gratz v. Bollinger, 539 US 244 - Supreme Court 2003) concerning affirmative action in universities allowed educational institutions to consider race as a factor in admitting students\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the use of affirmative action \n[CLAIM]: Racial stratification continues to occur\n[SENTENCE]: Thirty years after the civil rights era, the United States remains a residentially segregated society in which Blacks and Whites inhabit different neighborhoods of vastly different quality [REF\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: exposure to violent video games causes both short term and long term aggression in players and decreases empathy and prosocial behavior\n[SENTENCE]: In June 2007, 22-year-old Alejandro Garcia from Texas shot dead his cousin after arguing over whose turn it was to play the game Scarface: The World Is Yours. He pleaded guilty for murder at his trial on April 6, 2011, and will serve 15 to 30 years in prison [REF\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the use of affirmative action \n[CLAIM]: to ensure that minority groups within a society are included in all programs\n[SENTENCE]: Government policy provides preferential placement for ethnic Malays, and 95% of all new intakes for the army, hospital nurses, police, and other government institutions are Malays\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: Excessive exposure to violent video games and other violent media has been linked to aggressive behaviour\n[SENTENCE]: In January 2010, Gary Alcock punched, slapped and pinched his partner's 15-month-old daughter in the three weeks leading up to her death before he delivered a fatal blow to the stomach which tore her internal organs because she interrupted him playing his Xbox\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: gambling \n[CLAIM]: The lotteries proved very popular and were hailed as a painless form of taxation\n[SENTENCE]: Taxes had never been accepted as a way to raise public funding for projects, and this led to the popular belief that lotteries were a form of hidden tax\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: a correlation between violent content conveyed through media (including videogames) and violent or aggressive behavior\n[SENTENCE]: Fox News reported that Montreal shooting case in Canada was carried out by the criminal Kimveer Gill,[REF] who is a player of Super Columbine Massacre, whose narrative attaches with strong violence sense\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: atheism is the only way \n[CLAIM]: their teachings are outdated in comparison with modern Western morals\n[SENTENCE]: Fundamentalist Mormon sects within the Latter Day Saint movement, rejected the LDS Church’s 1978 decision to allow African Americans to hold the priesthood, and continue to deny activity in the church due to race [REF\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the use of affirmative action \n[CLAIM]: to ensure that minority groups within a society are included in all programs\n[SENTENCE]: In most Canadian Universities, people of Aboriginal background normally have lower entrance requirements and are eligible to receive exclusive scholarships\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: gambling \n[CLAIM]: The lotteries proved very popular and were hailed as a painless form of taxation\n[SENTENCE]: The earliest records of a lottery offering tickets for sale is the lottery organized by Roman Emperor Augustus Caesar. The funds were for repairs in the City of Rome\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': '[TYPE]: {\'NONE\', \'ANECDOTAL\', \'EXPERT\', \'EXPLANATION\', \'STUDY\'}\n[TOPIC]: that the right to asylum should not be absolute \n[CLAIM]: immigrants can ""swamp"" a local population\n[SENTENCE]: In his book, Grant argued that the American racial stock was being diluted by the influx of new immigrants from the Mediterranean, the Balkans, and the Polish ghettos\n'}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: Excessive exposure to violent video games and other violent media has been linked to aggressive behaviour\n[SENTENCE]: In May 2010, French gamer Julien Barreaux located and stabbed a fellow player who had stabbed Barreaux on the game Counter-Strike\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: gambling \n[CLAIM]: gambling, like any behavior which involves variation in brain chemistry, can become a psychologically addictive and harmful behavior\n[SENTENCE]: The Russian writer Dostoevsky (himself a problem gambler) portrays in his novella The Gambler the psychological implications of gambling and how gambling can affect gamblers\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: atheism is the only way \n[CLAIM]: their teachings are outdated in comparison with modern Western morals\n[SENTENCE]: Many major religions, most prominently traditional Christianity, Islam, Hinduism and Orthodox Judaism, consider homosexuality immoral\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: a correlation between children playing violent video games and suffering psychological effects\n[SENTENCE]: In June 2008, four teens allegedly obsessed with Grand Theft Auto IV went on a crime spree after being in New Hyde Park, New York. They first robbed a man, knocking his teeth out and then they stopped a woman driving a black BMW and stole her car and her cigarettes [REF\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: exposure to violent video games causes at least a temporary increase in aggression and that this exposure correlates with aggression in the real world\n[SENTENCE]: In June 2007, 22-year-old Alejandro Garcia from Texas shot dead his cousin after arguing over whose turn it was to play the game Scarface: The World Is Yours\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: gambling \n[CLAIM]: The lotteries proved very popular and were hailed as a painless form of taxation\n[SENTENCE]: The first recorded signs of a lottery are keno slips from the Chinese Han Dynasty between 205 and 187 B.C. These lotteries are believed to have helped to finance major government projects like the Great Wall of China\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': '[TYPE]: {\'NONE\', \'ANECDOTAL\', \'EXPERT\', \'EXPLANATION\', \'STUDY\'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: exposure to violent video games results in increased physiological arousal, aggression-related thoughts and feelings as well as decreased prosocial behavior\n[SENTENCE]: In May 2010, French gamer Julien Barreaux located and stabbed a fellow player who had stabbed Barreaux on the game Counter-Strike. The judge at his trial called him ""a menace to society.""[REF\n'}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the use of affirmative action \n[CLAIM]: race and sex shouldn't matter when getting a job\n[SENTENCE]: In the United States, the Equal Employment Opportunity Commission sued a private test preparation firm, Kaplan, for unfairly using credit histories to discriminate against African Americans in terms of hiring decisions [REF\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: the sale of violent video games to minors \n[CLAIM]: a correlation between children playing violent video games and suffering psychological effects\n[SENTENCE]: In January 2010, 9-year-old Anthony Maldonado was stabbed by relative Alejandro Morales after an argument regarding Maldonado's recently purchased copy of Tony Hawk: Ride and PlayStation 3 console [REF\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"[{'role': 'system', 'content': 'You are an expert in argumentation. Your task is to determine the type of evidence of the given [SENTENCE]. The type of evidence would be in the [TYPE] set. Utilize the [TOPIC] and the [CLAIM] as context to support your decision\nYour answer must be in the following format with only the type of evidence in the answer section:\n<|ANSWER|><answer><|ANSWER|>.'}, {'role': 'user', 'content': ""[TYPE]: {'NONE', 'ANECDOTAL', 'EXPERT', 'EXPLANATION', 'STUDY'}\n[TOPIC]: gambling \n[CLAIM]: gambling is a type of regressive tax on the individuals\n[SENTENCE]: Some Native American tribes operate casinos on tribal land to provide employment and revenue for their government and their tribe members\n""}, {'role': 'assistant', 'content': '<|ANSWER|>ANECDOTAL<|ANSWER|>.'}]",['ANECDOTAL']
