datasets,spl,single_ans,conversations,answer
mtp1,sample,Claim,Not everyone should be obliged to pay the TV & radio licence.,['Claim']
mtp1,sample,Claim,Berlin's basketball team has just come out of a sobering season.,['Claim']
mtp1,sample,Claim,"That's why they should be taken off the market,",['Claim']
mtp1,sample,Claim,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction.",['Claim']
mtp1,sample,Claim,The universities in Germany should not under any circumstances charge tuition fees.,['Claim']
mtp1,sample,Claim,The EU should exert influence on the political events in Ukraine.,['Claim']
mtp1,sample,Claim,Germany should by no means introduce capital punishment.,['Claim']
mtp1,sample,Claim,The state ought to prevent murder - not avenge it.,['Claim']
mtp1,sample,Claim,Acquiring CDs with tax data of tax delinquents is therefore out of the question.,['Claim']
mtp1,sample,Claim,It was clearly a mistake to include Tom in our football team.,['Claim']
mtp1,sample,Claim,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.,['Claim']
mtp1,sample,Claim,In a few decades our society will have a disproportionate number of old people:,['Claim']
mtp1,sample,Claim,There should be much higher fines for dog dirt left on pavements.,['Claim']
mtp1,sample,Claim,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,['Claim']
mtp1,sample,Claim,We don't need it.,['Claim']
mtp1,sample,Claim,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,['Claim']
mtp1,sample,Claim,It would be fair to make them into an Olympic event.,['Claim']
mtp1,sample,Claim,The death penalty should be abandoned everywhere.,['Claim']
mtp1,sample,Claim,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,['Claim']
mtp1,sample,Claim,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,['Claim']
mtp1,sample,Claim,There should be a higher fine for dog dirt on the pavement.,['Claim']
mtp1,sample,Claim,Due to the many random factors the bachelor thesis should not play a bigger role.,['Claim']
mtp1,sample,Claim,That's why the statutory health insurance companies should not cover such treatments.,['Claim']
mtp1,sample,Claim,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,['Claim']
mtp1,sample,Claim,The prototype of Audi's new sports car has car lovers raving.,['Claim']
mtp1,sample,Claim,A constant increase in rent upon a change of tenants hence cannot be desired by society.,['Claim']
mtp1,sample,Claim,"Dog owners should pay higher fines for dog dirt left on pavements,",['Claim']
mtp1,sample,Premise,"Even if many people think that a murderer has already decided on the life or death of another person,",['Premise']
mtp1,sample,Premise,"On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times.",['Premise']
mtp1,sample,Premise,Despite the death penalty there are significantly more homicides in the US than in Germany.,['Premise']
mtp1,sample,Premise,It is in fact good to support sophisticated programming through fees.,['Premise']
mtp1,sample,Premise,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.,['Premise']
mtp1,sample,Premise,but this issue should be solvable through a clearly structured preselection process.,['Premise']
mtp1,sample,Premise,A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.,['Premise']
mtp1,sample,Premise,and it mustn't be that this wannabe-adventurer has one up on me.,['Premise']
mtp1,sample,Premise,and who would want to question their broad expertise?,['Premise']
mtp1,sample,Premise,Besides you're not allowed to leave other rubbish without punishment.,['Premise']
mtp1,sample,Premise,and his pool of customers is shrinking constantly.,['Premise']
mtp1,sample,Premise,The anticipated objectives of tuition fees can be achieved by other means.,['Premise']
mtp1,sample,Premise,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,",['Premise']
mtp1,sample,Premise,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,",['Premise']
mtp1,sample,Premise,"Besides, the purchase of such CDs is unnecessary today,",['Premise']
mtp1,sample,Premise,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,['Premise']
mtp1,sample,Premise,and images in dark surroundings are often snowy.,['Premise']
mtp1,sample,Premise,"According to the weather report it'll be perfect beach weather,",['Premise']
mtp1,sample,Premise,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,['Premise']
mtp1,sample,Premise,A violation of international law should be more than enough to consider a reaction!,['Premise']
mtp1,sample,Premise,But that much of a coincidence is simply impossible.,['Premise']
mtp1,sample,Premise,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,['Premise']
mtp1,sample,Premise,"Plus the hurdle to make video games Olympic events is minimal,",['Premise']
mtp1,sample,Premise,Critics point out that they are not using what's on offer by public broadcasting.,['Premise']
mtp1,sample,Premise,Voters have become more sceptical.,['Premise']
mtp1,sample,Premise,and how am I supposed to do that when the shops aren't open when I'm off work?,['Premise']
mtp1,sample,Premise,And yet now I'll actually have all the more time for them.,['Premise']
mtp1,sample,Premise,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative.",['Premise']
mtp1,sample,Premise,And he always chickens out when things get dicey.,['Premise']
mtp1,sample,Premise,And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.,['Premise']
mtp1,sample,Premise,"Those who study later decide this early on, anyway.",['Premise']
mtp1,sample,Premise,"In individual cases they may indeed act as a deterrent,",['Premise']
mtp1,sample,Premise,After all one doesn't excel in every subject.,['Premise']
mtp1,sample,Premise,and surely you'll want to be speeding a lot with that beauty.,['Premise']
mtp1,sample,Premise,"so that using Tempelhofer Feld, which offers a lot of open space and is currently hardly developed, as living space is a sensible idea.",['Premise']
mtp1,sample,Premise,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers.",['Premise']
mtp1,sample,Premise,And it’s only the large companies that can afford the additional personnel expenditure.,['Premise']
mtp1,sample,Premise,"Plus, the state wants me to spend my money,",['Premise']
mtp1,sample,Premise,Patients do often report relief of their complaints after such treatments.,['Premise']
mtp1,sample,Premise,but they are not sicker and not duller because of it.,['Premise']
mtp1,sample,Premise,which means that quacks and phonies can practice these occupations unknown to the patients.,['Premise']
mtp1,sample,Premise,Our society is strongly digitized and influenced by computers.,['Premise']
mtp1,sample,Premise,Everyone must be given the chance to hone their conscience and possibly make amends for their deed.,['Premise']
mtp1,sample,Premise,the last 20 years have seen the Sunday off work increasingly sacrificed to commerce.,['Premise']
mtp1,sample,Premise,"as too much TV makes you stupid in the long run,",['Premise']
mtp1,sample,Premise,but you shouldn't bother hoping for that.,['Premise']
mtp1,sample,Premise,"That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.",['Premise']
mtp1,sample,Premise,Yet sports are usually associated with physical training.,['Premise']
mtp1,sample,Premise,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.,['Premise']
mtp1,sample,Premise,From a Christian and humanistic perspective it is not allowed to kill someone.,['Premise']
mtp1,sample,Premise,"and the mood in the stock market could be better on the whole,",['Premise']
mtp1,sample,Premise,then again supermarkets and large shopping centres dominate the market today already.,['Premise']
mtp1,sample,Premise,as ultimately this decision is in the hands of the respective government leaders.,['Premise']
mtp1,sample,Premise,and too many resources are lost when what actually should be separated and recycled is burnt.,['Premise']
mtp1,sample,Premise,But the worst thing is his habit of always complaining to the referee.,['Premise']
mtp1,sample,Premise,'An eye for an eye' seems to miss the point.,['Premise']
mtp1,sample,Premise,The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.,['Premise']
mtp1,sample,Premise,"Even though politicians stress the Christian character of our country,",['Premise']
mtp1,sample,Premise,"Large events that stir national or even international attention attract many visitors,",['Premise']
mtp1,sample,Premise,but that hardly counts as a proper brawl.,['Premise']
mtp1,sample,Premise,"Education and training are fundamental rights which the state, the society must provide.",['Premise']
mtp1,sample,Premise,Plus we don't live in medieval times anymore.,['Premise']
mtp1,sample,Premise,"Plus everyone has to move approx. 3-10 times in his or her life,",['Premise']
mtp1,sample,Premise,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.,['Premise']
mtp1,sample,Premise,"Every human, even those who have committed a despicable crime, can bring themselves to regret and change their opinion.",['Premise']
mtp1,sample,Premise,so that this ideal appears unworthy of support in many ways.,['Premise']
mtp1,sample,Premise,Courts are also subject to human error.,['Premise']
mtp1,sample,Premise,it could even be used for social housing with affordable rents.,['Premise']
mtp1,sample,Premise,"For years there has been a housing shortage in Berlin,",['Premise']
mtp1,sample,Premise,Ralf does insist that they drank advocaat together.,['Premise']
mtp1,sample,Premise,"as, due to changed terms of business, many banks urge their customers to turn themselves in.",['Premise']
mtp1,sample,Premise,The thought of television exclusively made up of private channels scares me.,['Premise']
mtp1,sample,Premise,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before.",['Premise']
mtp1,sample,Premise,and this would delay the date of completion indefinitely.,['Premise']
mtp1,sample,Premise,Only the question remains whether this early 'leisure' will be nicer if you have no idea what do to all day and you statistically still have almost 20 (!!!) years to go?,['Premise']
mtp1,sample,Premise,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.,['Premise']
mtp1,sample,Premise,Fees result in longer durations of studies.,['Premise']
mtp1,sample,Premise,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,",['Premise']
mtp1,sample,Premise,"Some worry about careless use of such measures,",['Premise']
mtp1,sample,Premise,I would kill it without further thought.,['Premise']
mtp1,sample,Premise,There are parliamentary elections soon,['Premise']
mtp1,sample,Premise,Olympic events are rooted in old traditions.,['Premise']
mtp1,sample,Premise,Only in public TV programmes can viewers get information that is not profit-oriented.,['Premise']
mtp1,sample,Premise,"However it's mainly temps (that is, students, pupils etc.) who are employed,",['Premise']
mtp1,sample,Premise,"as the car jack-knifes at higher speeds,",['Premise']
mtp1,sample,Premise,"Capital punishment is not a solution,",['Premise']
mtp1,sample,Premise,"Since however skat, chess etc. are not accepted as Olympic events,",['Premise']
mtp1,sample,Premise,"and many, consistent with market principles, are prepared to pay higher rents,",['Premise']
mtp1,sample,Premise,"Germany's aging society is undergoing demographic change,",['Premise']
mtp1,sample,Premise,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",['Premise']
mtp1,sample,Premise,There are other instruments to motivate tighter discipline while studying.,['Premise']
mtp1,sample,Premise,But still Germany produces way too much rubbish,['Premise']
mtp1,sample,Premise,"but similar rules are often in place for bicycles on park paths, after all.",['Premise']
mtp1,sample,Premise,"Having said that, state funds are often wasted on nonsensical investments,",['Premise']
mtp1,sample,Premise,and a request for an early termination of a pregnancy is the right of every woman.,['Premise']
mtp1,sample,Premise,"Besides, a higher degree of luxury (expensive flats) is not necessary for the majority of the people, but rather a flat at all.",['Premise']
mtp1,sample,Premise,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",['Premise']
mtp1,sample,Premise,"but once they have to dig into their pockets, their laziness will sure vanish!",['Premise']
mtp1,sample,Premise,"Considering their requirements, some video games are not relevant as sports,",['Premise']
mtp1,sample,Premise,"Despite the severe clashes in Kiev, which at times have threatened to escalate,",['Premise']
mtp1,sample,Premise,Due to the increase in opening hours on Sundays and holidays there is a rise in employment.,['Premise']
mtp1,sample,Premise,However there is no substantiated data that this healing isn't simply due to the placebo effect.,['Premise']
mtp1,sample,Premise,The negative impact of air traffic however is considerable.,['Premise']
mtp1,sample,Premise,but cleaning up after their dogs does happen to be the obligation of the owners.,['Premise']
mtp1,sample,Premise,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.,['Premise']
mtp1,sample,Premise,"Granted, those concern primarily the British and American intelligence services,",['Premise']
mtp1,sample,Premise,"The developments in that conflict should not be left to former Cold War opponents alone,",['Premise']
mtp1,sample,Premise,The choice of an attending physician is at the discretion of the patient.,['Premise']
mtp1,sample,Premise,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,['Premise']
mtp1,sample,Premise,But I want to experience this incredible moment of freedom that skydivers report time and again.,['Premise']
mtp1,sample,Premise,as not everyone would be open on the same day.,['Premise']
mtp1,sample,Premise,"and the Ukrainian opposition is primarily interested in installing a robust democracy,",['Premise']
mtp1,sample,Premise,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.",['Premise']
mtp1,sample,Premise,Intelligence services apparently enjoy indiscriminate liberties.,['Premise']
mtp1,sample,Premise,"In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment.",['Premise']
mtp1,sample,Premise,When he got back from Ralf's party last night he was still stone-cold sober.,['Premise']
mtp1,sample,Premise,like your brother.,['Premise']
mtp1,sample,Premise,"they’re very bad however, if the rent suddenly climbs by €100 or €200.",['Premise']
mtp1,sample,Premise,"but without sufficient, well-qualified junior employees there is hardly a possibility for adequate pension financing.",['Premise']
mtp1,sample,Premise,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",['Premise']
mtp1,sample,Premise,"With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well.",['Premise']
mtp1,sample,Premise,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them.",['Premise']
mtp1,sample,Premise,as customers are on average more laid-back on Sunday.,['Premise']
mtp1,sample,Premise,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",['Premise']
mtp1,sample,Premise,in Japan there was one exceeding 3.2km –,['Premise']
mtp1,sample,Premise,And a young substitute always invigorates the team.,['Premise']
mtp1,sample,Premise,"Furthermore, the production of meat is comparably resource-intensive.",['Premise']
mtp1,sample,Premise,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,",['Premise']
mtp1,sample,Premise,this should be clear to everyone after the disclosures of Edward Snowden.,['Premise']
mtp2,sample,Claim,removing the horns of wild rhinos is not the answer.,['Claim']
mtp2,sample,Claim,Composting can be very beneficial for our environment.,['Claim']
mtp2,sample,Claim,"Anyone who operating a vehicle should be strictly prohibited to use a cell phone in any capacity, unless its hands-free; which mean no phone calls, making or receiving, no texting, messaging, no surfing the web, viewing videos or photos and no playing games.",['Claim']
mtp2,sample,Claim,"Use of video games are hazardous to successful, happy families.",['Claim']
mtp2,sample,Claim,I think that supermarkets should charge a small amount for plastic bags.,['Claim']
mtp2,sample,Claim,Doing sports together is a good thing for families.,['Claim']
mtp2,sample,Claim,Doing sports together is a good thing for families.,['Claim']
mtp2,sample,Claim,Helicopter parents are bad for their children.,['Claim']
mtp2,sample,Claim,but they will never be able to do everything a smart phone can do.,['Claim']
mtp2,sample,Claim,Supermarkets should not charge for plastic bags.,['Claim']
mtp2,sample,Claim,"Regardless of a good job offer, I would not live in Beijing.",['Claim']
mtp2,sample,Claim,Smart watches are going to replace cell phones.,['Claim']
mtp2,sample,Claim,"For the most part, I think long distance relationships work for a short time, but in the long run, no.",['Claim']
mtp2,sample,Claim,Living in a city where pollution is an excessive problem is not a good idea.,['Claim']
mtp2,sample,Claim,Hunting is good for the environment,['Claim']
mtp2,sample,Claim,"if video games are too heavily relied on in the classroom, it can ultimately be damaging to our society.",['Claim']
mtp2,sample,Claim,There is not a way to handle nuclear waste responsibly.,['Claim']
mtp2,sample,Claim,Spending time together as a family engaged in sports together is a good thing.,['Claim']
mtp2,sample,Claim,People should date long enough to know each other. This will vary from couple to couple.,['Claim']
mtp2,sample,Claim,I do not believe movies have any effect on relationships.,['Claim']
mtp2,sample,Claim,Being a vegetarian or vegan helps the environment,['Claim']
mtp2,sample,Claim,"Overall, hunting poses no real threat to the environment.",['Claim']
mtp2,sample,Claim,The horns of wild rhinos should not be removed to prevent them from being poached.,['Claim']
mtp2,sample,Claim,There is no way to handle nuclear waste responsibly.,['Claim']
mtp2,sample,Claim,"They can have a negative impact on lives and children, though.",['Claim']
mtp2,sample,Claim,Being an only child is not a good thing.,['Claim']
mtp2,sample,Claim,Removing rhinos' horns humanely will save their lives.,['Claim']
mtp2,sample,Claim,Helicopter parents are bad for their children.,['Claim']
mtp2,sample,Claim,Helicopter parents are not good for their children,['Claim']
mtp2,sample,Claim,Kids can recover from a divorce.,['Claim']
mtp2,sample,Claim,Treating a dog on par with family members is a very unwise choice,['Claim']
mtp2,sample,Claim,"Video games do impact family life, but that impact does not always have to be negative.",['Claim']
mtp2,sample,Claim,No I would not live in a high-pollution city,['Claim']
mtp2,sample,Claim,There is no solution to the nuclear waste problem.,['Claim']
mtp2,sample,Claim,Teenagers that get pregnant should not keep their children.,['Claim']
mtp2,sample,Claim,Composting can help save the environment.,['Claim']
mtp2,sample,Claim,By developing a small deposit on these cans,['Claim']
mtp2,sample,Claim,It is good to be the only child.,['Claim']
mtp2,sample,Claim,Helicopter parenting has proven to be detrimental to the success of children.,['Claim']
mtp2,sample,Claim,It is not good to be an only child.,['Claim']
mtp2,sample,Claim,Hunting is good.,['Claim']
mtp2,sample,Claim,"A deposit on soft drink bottles is a really good idea,",['Claim']
mtp2,sample,Claim,I would be too worried about my health to move to Beijing.,['Claim']
mtp2,sample,Claim,"I do not believe smart watches will replace cell phones,",['Claim']
mtp2,sample,Claim,Supermarkets should not charge for plastic bags.,['Claim']
mtp2,sample,Claim,"No,the rhino's horns should not be removed to protect them from being poached.",['Claim']
mtp2,sample,Claim,I would consider living in a city like Beijing if offered a job there.,['Claim']
mtp2,sample,Claim,it is unlikely that paper books will become obsolete in the future.,['Claim']
mtp2,sample,Claim,Helicopter parents are good for their children.,['Claim']
mtp2,sample,Claim,In order to encourage the use for reusable bags it would be ideal to charge for the plastic bags,['Claim']
mtp2,sample,Claim,"No, teenage marriages are not a good idea.",['Claim']
mtp2,sample,Claim,Helicopter parents are bad for their children.,['Claim']
mtp2,sample,Claim,People should date for at least 1 year before they become engaged.,['Claim']
mtp2,sample,Claim,"With that logic, we should them be treating them like members of our family.",['Claim']
mtp2,sample,Claim,So there will always be paper books out there.,['Claim']
mtp2,sample,Claim,"Government regulation is important for this,",['Claim']
mtp2,sample,Claim,this indicates to me that deposits promote recycling and should therefore be adopted.,['Claim']
mtp2,sample,Claim,"Large families provide a wonderful life for children,",['Claim']
mtp2,sample,Claim,"Yes, large families are good for children",['Claim']
mtp2,sample,Claim,"No, the horn of wild rhinos should not be removed to prevent them from being poached.",['Claim']
mtp2,sample,Claim,"By swapping out all light bulbs in your home or business with LED lights, you should see a noticeable drop in energy consumption.",['Claim']
mtp2,sample,Claim,Overall nuclear energy is a safe alternative to other forms of energy which can hurt the environment.,['Claim']
mtp2,sample,Claim,Fracking is unnecessary and unsafe.,['Claim']
mtp2,sample,Claim,Helicopter parents are bad for children.,['Claim']
mtp2,sample,Claim,For this reason I think they usually work at first but however over time they will fail to meet all the criteria of a good relationship.,['Claim']
mtp2,sample,Claim,"Video games do cause people, especially impressionable teens, to act more violent.",['Claim']
mtp2,sample,Claim,Teenagers that get pregnant should keep their children.,['Claim']
mtp2,sample,Claim,"No, the horn of rhinos should not be removed to prevent them from being poached.",['Claim']
mtp2,sample,Claim,"All in all, I would definitely say that social media has improved the life of teenagers.",['Claim']
mtp2,sample,Claim,By either enforcing or encouraging solar energy use government may be a driving force.,['Claim']
mtp2,sample,Claim,Older parents may make better parents.,['Claim']
mtp2,sample,Claim,"Social media has improved the lives of teenagers,",['Claim']
mtp2,sample,Claim,All states should adopt a deposit on soft drink bottles and cans,['Claim']
mtp2,sample,Claim,Landfills are bad for handling our trash,['Claim']
mtp2,sample,Claim,Long distance relationships on average do not work.,['Claim']
mtp2,sample,Claim,Hunting is good for the environment.,['Claim']
mtp2,sample,Claim,Composting helps the natural environment,['Claim']
mtp2,sample,Claim,"People are always trying to think of innovative ways to improve schools, adding video games is now one of them. This makes little sense, however.",['Claim']
mtp2,sample,Claim,Composting can help save the environment if everyone would work together.,['Claim']
mtp2,sample,Claim,Driving while using cell phones is dangerous.,['Claim']
mtp2,sample,Claim,Social media has been largely detrimental to teenagers,['Claim']
mtp2,sample,Claim,So why should we treat them as less than our equals?,['Claim']
mtp2,sample,Claim,"Kids can't recover from a divorce,",['Claim']
mtp2,sample,Claim,"Yes, expectations raised by romantic movies can be damaging to real relationships.",['Claim']
mtp2,sample,Claim,"Have cell phones and social media made families closer? We would like to think that these modern inventions have accomplished the opposite,",['Claim']
mtp2,sample,Claim,We should continue hunting,['Claim']
mtp2,sample,Claim,"Paper and books, at some point will become obsolete.",['Claim']
mtp2,sample,Claim,The romantic expectations by romantic movies are damaging to relationships in a number of ways.,['Claim']
mtp2,sample,Claim,Supermarkets should charge for plastic bags,['Claim']
mtp2,sample,Claim,I don't think that nuclear energy is safe.,['Claim']
mtp2,sample,Claim,All states should adopt a deposit on soft dring bottles and cans in order to promote recycling.,['Claim']
mtp2,sample,Claim,"We don't need fracking,",['Claim']
mtp2,sample,Claim,This is likely to bring them closer together on average.,['Claim']
mtp2,sample,Claim,"The government has to make the case that wind energy is clean, safe and a way to provide for the future without much intrusion on the environment. Local governments, as well as the federal government, must also coordinate promotion and implementation of wind energy, and finally, the government should force itself by the passing of laws to make government buildings and facilities use wind energy, thereby promoting it.",['Claim']
mtp2,sample,Claim,This is very unlikely to happen,['Claim']
mtp2,sample,Claim,Smart watches won't replace cell phones.,['Claim']
mtp2,sample,Claim,"As long as the kids are provided with a stable home life, divorce does not have to be an enormous trauma from which there is no recovering.",['Claim']
mtp2,sample,Claim,"Thus, the risk involved handling nuclear waste responsibly is far to great for people and the planet.",['Claim']
mtp2,sample,Claim,Video games do have an a bad impact on life,['Claim']
mtp2,sample,Claim,but eventually human error will occur.,['Claim']
mtp2,sample,Claim,Violent video games do not cause people to act out violently.,['Claim']
mtp2,sample,Claim,"Yes, cell phones and social media have made families closer.",['Claim']
mtp2,sample,Claim,Large families are not necessarily better for children.,['Claim']
mtp2,sample,Claim,Social media offers young people a way to connect with one another in ways never before seen in human history.,['Claim']
mtp2,sample,Claim,Using LED lights can make a positive impact on energy consumption.,['Claim']
mtp2,sample,Premise,"But for someone like me who has really bad eye, you can't see the smaller text.",['Premise']
mtp2,sample,Premise,It is also an excellent way to improve the family's total health.,['Premise']
mtp2,sample,Premise,and turn it into a highly beneficial fertilizer.,['Premise']
mtp2,sample,Premise,The five or ten cent deposit is noticeable and serves as a reminder of recycling during checkout.,['Premise']
mtp2,sample,Premise,as they emit almost no greenhouse gases.,['Premise']
mtp2,sample,Premise,They're fulling and fun to be around.,['Premise']
mtp2,sample,Premise,"They are always there for us, helping us when we need it.",['Premise']
mtp2,sample,Premise,This has been widely acknowledged.,['Premise']
mtp2,sample,Premise,The chances of anything untoward happening to a nuclear facility are also slim.,['Premise']
mtp2,sample,Premise,"Parents don't live forever, and it can be very comforting to know you will have siblings that can still form a family with you.",['Premise']
mtp2,sample,Premise,It is only safe if you listen to government propaganda.,['Premise']
mtp2,sample,Premise,But China has survived as a country with the one child rule,['Premise']
mtp2,sample,Premise,but because there are no limits teens often wind up spending more time in that virtual world than in the real world.,['Premise']
mtp2,sample,Premise,"Some people might argue that they could miss an important call while driving,",['Premise']
mtp2,sample,Premise,The approximately one trillion plastic bags used annually across the world pose a serious threat to various animals,['Premise']
mtp2,sample,Premise,Recycling helps the environment,['Premise']
mtp2,sample,Premise,There are those that say that violence in video games exposes children to hurting people which could cause them to act those things out in reality.,['Premise']
mtp2,sample,Premise,"Otherwise, the marriage may fail.",['Premise']
mtp2,sample,Premise,Food waste is taking up too much space as landfill.,['Premise']
mtp2,sample,Premise,"Young children play violent games and assume this behavior is normal,",['Premise']
mtp2,sample,Premise,"In a developed country a child needing interaction with other children would have to interact with their non-family peers, thereby learning valuable social skills.",['Premise']
mtp2,sample,Premise,"As long as restraint and practicality are applied to hunting, the environment will not suffer.",['Premise']
mtp2,sample,Premise,Poaching is a criminal act that has ebbed and flowed over the course of time as consumer demand has fluctuated. Many of these criminal acts come out of countries where governments consist of officials easily corrupted through monetary payments or status changes.,['Premise']
mtp2,sample,Premise,"Most of these people are probably older so as the older generation dies, paper books will become more obsolete.",['Premise']
mtp2,sample,Premise,"Some might say that video games will get the attention of these students,",['Premise']
mtp2,sample,Premise,"However, people can't always distinguish between the two.",['Premise']
mtp2,sample,Premise,It is undeniable that the space and resources of this planet are scarce.,['Premise']
mtp2,sample,Premise,"Now, the games don't necessarily make them kill more people,",['Premise']
mtp2,sample,Premise,"this way, they can continue to make bigger decisions as they grow into teens and young adults.",['Premise']
mtp2,sample,Premise,Sports also helps to teach families discipline.,['Premise']
mtp2,sample,Premise,"and penalties for relying on other, more polluting forms of energy.",['Premise']
mtp2,sample,Premise,Is nuclear energy really safe? We all remember three mile island and Fukushima tragedies.,['Premise']
mtp2,sample,Premise,"It is true that social media is very beneficial for staying in contact with people far away,",['Premise']
mtp2,sample,Premise,tend not to allow their children to develop the ability to effectively cope with adversity on their own.,['Premise']
mtp2,sample,Premise,"This in turn helps to keep weight at a healthy level, and increases longevity.",['Premise']
mtp2,sample,Premise,Fracking causing environmental problems such as polluting the water supply.,['Premise']
mtp2,sample,Premise,"However, experts have in fact developed the necessary technologies, which mostly are being used today to ensure that the environment and the public are protected.",['Premise']
mtp2,sample,Premise,"In the absence of wolves and other large predators, humans become the deer population control to keep to deer from over-grazing regional flora.",['Premise']
